鄉鎮市區,土地面積平方公尺,租賃年月日,租賃層次,建物型態,單價元平方公尺
內湖區,394.41,1100414,一層,店面(店鋪),355
內湖區,218016.0,1100422,三層,辦公商業大樓,296
松山區,67.5,1100421,一層,公寓(5樓含以下無電梯),586
松山區,57.96,1100421,六層,住宅大樓(11層含以上有電梯),277
信義區,10.5,1100407,六層,辦公商業大樓,435
北投區,56.06,1100312,五層,辦公商業大樓,374
士林區,416.0,1100317,見其他登記事項,店面(店鋪),425
大安區,15.67,1100419,八層,住宅大樓(11層含以上有電梯),440
信義區,137.46,1100415,十六層,住宅大樓(11層含以上有電梯),530
內湖區,29.52,1100426,七層,華廈(10層含以下有電梯),177
松山區,25.86,1100322,二層,華廈(10層含以下有電梯),250
松山區,33.2,1100402,見其他登記事項,店面(店鋪),407
松山區,45.47,1100412,一層,公寓(5樓含以下無電梯),445
松山區,107.5,1100412,一層,公寓(5樓含以下無電梯),559
文山區,61.17,1100428,一層,公寓(5樓含以下無電梯),389
北投區,57.0,1100412,一層,店面(店鋪),1059
北投區,35.0,1100402,一層,店面(店鋪),371
中山區,7.79,1100411,五層,華廈(10層含以下有電梯),306
南港區,71.75,1100501,三層,辦公商業大樓,239
北投區,91.0,1100420,一層,公寓(5樓含以下無電梯),406
大安區,26.15,1100504,四層,華廈(10層含以下有電梯),372
北投區,16.14,1100416,一層,店面(店鋪),357
中正區,24.8,1100323,見其他登記事項,公寓(5樓含以下無電梯),558
松山區,3.69,1100417,十二層,住宅大樓(11層含以上有電梯),751
大安區,5.61,1100401,八層,套房(1房1廳1衛),449
松山區,40.75,1100414,二層,公寓(5樓含以下無電梯),279
中山區,26.84,1100504,六層,華廈(10層含以下有電梯),328
中山區,19.2,1100324,七層,辦公商業大樓,545
北投區,282.0,1100501,全,透天厝,717
大安區,9.98,1100406,九層,住宅大樓(11層含以上有電梯),439
